841,Ketanserin Tartrate,{ketanserin tartrate},"{135348,16219944,3822,91885469}","{CHEMBL1256709,CHEMBL51}",{CHEBI:6123},{},{D08099}
842,Sodium Metaborate Tetrahydrate,"{sodium metaborate,sodium metaborate tetrahydrate,sodium metaborate}",{23694267},{},{},{},{}
843,(+/-)-Sotalol Hydrochloride,"{sotalol,(+/-)-sotalol hydrochloride,sotalol}",{66245},{CHEMBL1700},{CHEBI:9207},{C07309},{D01026}
844,Silymarin,"{silymarin,silibinin}","{5213,31553,1548994,6610285,7073228}","{CHEMBL1401508,CHEMBL431701,CHEMBL592675}","{CHEBI:125451,CHEBI:9144}",{C07610},{D08515}
845,Sulfameter,"{sulfameter,sulfametoxydiazine}",{5326},{CHEMBL1200359},{CHEBI:53727},{},{D02517}
846,(+/-)-Synephrine,"{synephrine,(+/-)-synephrine,synephrine}",{7172},{CHEMBL33720},{CHEBI:29081},{C04548},{D07148}
847,Sulfasalazine,{sulfasalazine},{5339},"{CHEMBL421,CHEMBL100848,CHEMBL242373,CHEMBL1206016}","{CHEBI:9334,CHEBI:94500}",{C07316},{D00448}
848,(-)Scopolamine Hydrochloride,"{(-)scopolamine,(-)scopolamine hydrochloride,(-)scopolamine}",{20055509},"{CHEMBL4065982,CHEMBL2251240,CHEMBL4546350}",{CHEBI:61272},{},{}
849,Sumatriptan Succinate,{sumatriptan succinate},{59772},{CHEMBL1201150},{CHEBI:64359},{},{D00676}
850,Santonin,{santonin},{221071},{CHEMBL259254},{CHEBI:16363},{C02206},{D00154}
851,Sorbic Acid,{sorbic acid},{643460},{CHEMBL250212},"{CHEBI:38358,CHEBI:35962}",{},{D05892}
852,(-)Scopolamine Methyl Nitrate,{(-)scopolamine methyl nitrate},{11957694},{CHEMBL1881504},{},{},{}
853,K-Strophanthin,{k-strophanthin},{220861},{},{},{},{}
854,Sodium Salicylate,{sodium salicylate},{16760658},{CHEMBL447868},{CHEBI:9180},{C07587},{D00566}
855,Tin(II) 2-Ethylhexanoate,{tin(ii) 2-ethylhexanoate},"{9318,54605802}",{},{},{},{}
856,Spironolactone,{spironolactone},{5833},{CHEMBL1393},{CHEBI:9241},{C07310},{D00443}
857,Sorbitan Sesquioleate,{sorbitan sesquioleate},{6433515},{},{},{},{}
858,Succinic Acid,{succinic acid},{1110},{CHEMBL576},{CHEBI:15741},{C00042},{}
859,Seleno-DL-Methionine,"{selenomethionine,seleno-dl-methionine,selenomethionine}",{15103},{CHEMBL1474517},{CHEBI:27585},{},{}
860,D-Serine,{d-serine},{71077},{CHEMBL285123},{CHEBI:16523},{C00740},{}
861,Sodium Diatrizoate Dihydrate,"{sodium diatrizoate,sodium diatrizoate dihydrate,sodium diatrizoate}",{23702148},{},{},{},{}
862,Saponin,{saponin},{198016},{},{},{},{}
863,Salmeterol Xinafoate,{salmeterol xinafoate},{56801},{CHEMBL1082607},{CHEBI:9012},{},{D00687}
864,Sulfamethizole,{sulfamethizole},{5328},{CHEMBL1191},{CHEBI:9331},{C08050},{D00870}
865,Sodium Bicarbonate,{sodium bicarbonate},{516892},{CHEMBL1353},{CHEBI:32139},{C12603},{D01203}
866,Salicylic Acid,{salicylic acid},{338},{CHEMBL424},{CHEBI:16914},{C00805},{D00097}
867,Sodium Potassium Tartrate Tetrahydrate,"{sodium potassium tartrate,sodium potassium tartrate tetrahydrate,sodium potassium tartrate}",{2724148},{},{},{},{}
868,Sulfapyridine,{sulfapyridine},{5336},{CHEMBL700},{CHEBI:132842},{},{D02434}
869,Sulfamethazine,"{sulfamethazine,sulfadimidine}",{5327},{CHEMBL446},{CHEBI:102265},{C19530},{D02436}
870,Sulfisoxazole,{sulfisoxazole},{5344},{CHEMBL453},{CHEBI:102484},{C07318},{D00450}
871,Streptomycin Sulfate,{streptomycin sulfate},"{19648,6419957,19649,44593372,5702119,16051958,44134949,45073407,5999,520882,18529465,53384391,91664033,5702120,12359062,44629934,49800019,138403269,139246583}","{CHEMBL3184791,CHEMBL3890185,CHEMBL372795,CHEMBL453087,CHEMBL4575480}","{CHEBI:32158,CHEBI:17076}",{},{D01350}
872,Sulfadimethoxine,{sulfadimethoxine},{5323},{CHEMBL62193},{CHEBI:32161},{},{D01142}
873,Sulfamethoxypyridazine,{sulfamethoxypyridazine},{5330},{CHEMBL268869},{CHEBI:102516},{},{D02439}
874,Sulfamethoxazole,{sulfamethoxazole},{5329},{CHEMBL443},{CHEBI:9332},{C07315},{D00447}
875,(S)-(-)-Sulpiride,{(s)-(-)-sulpiride},{688272},{CHEMBL267044},{CHEBI:64119},{},{}
876,Sulfadoxine,{sulfadoxine},{17134},{CHEMBL1539},{CHEBI:9329},{C07630},{D00580}
877,(-)Scopolamine N-Butyl Bromide,{(-)scopolamine n-butyl bromide},{11957696},{},{},{},{}
878,Sulindac,{sulindac},{1548887},{CHEMBL15770},"{CHEBI:9352,CHEBI:93811}",{C01531},{D00120}
879,Silver Nitrate,{silver nitrate},{24470},{CHEMBL177367},{CHEBI:32130},{},{D01730}
880,Succinylcholine Chloride Dihydrate,"{succinylcholine chloride,succinylcholine chloride dihydrate,succinylcholine chloride,suxamethonium chloride}",{656867},{},{CHEBI:61225},{},{}
881,Salbutamol,{salbutamol},{2083},{CHEMBL714},{CHEBI:2549},{},{D02147}
882,Saffron,{saffron},{6450930},{CHEMBL1993367},{},{},{}
883,(-)Scopolamine Methyl Bromide,{(-)scopolamine methyl bromide},{16757702},{CHEMBL293927},{},{},{}
884,Sarsasapogenin,{sarsasapogenin},{92095},{CHEMBL1171146},{CHEBI:15578},{C03963},{}
885,Sulfadiazine,{sulfadiazine},{5215},{CHEMBL439},{CHEBI:9328},{C07658},{D00587}
886,Sulfacetamide,{sulfacetamide},{5320},{CHEMBL455},{CHEBI:63845},{},{D05947}
887,Sulfaguanidine,{sulfaguanidine},{5324},{CHEMBL338802},{CHEBI:94621},{},{D02437}
888,Succinylsulfathiazole,{succinylsulfathiazole},{5315},{CHEMBL1484857},{CHEBI:9309},{},"{D02447,D07060}"
889,Sulfamerazine,{sulfamerazine},{5325},{CHEMBL438},{CHEBI:102130},{},{D02435}
890,Spiramycin,{spiramycin},"{6419898,6440717,5289394,5702243,5266,5284619,5356392,71729958,137704528,5353959,44629935,76324338,129627802,131674879,134687906,134715567,134717663,135391165,153274329}","{CHEMBL453514,CHEMBL1255799}",{CHEBI:85260},{C01754},{}
891,Sulfanilamide,{sulfanilamide},{5333},{CHEMBL21},{CHEBI:45373},{C07458},{D08543}
892,(+/-)-Sulfinpyrazone,{(-+)-sulfinpyrazone},{5342},{},{CHEBI:9342},{},{}
893,Sulconazole Nitrate,{sulconazole nitrate},{65495},{CHEMBL1200348},{CHEBI:9326},{},{D00886}
894,Sulfabenzamide,{sulfabenzamide},{5319},{CHEMBL1243},{CHEBI:94677},{},{D05946}
895,Sulfathiazole,{sulfathiazole},{5340},{CHEMBL437},{CHEBI:9337},{C11169},{D01047}
896,Sulfachloropyridazine,{sulfachloropyridazine},{6634},{CHEMBL1443577},{CHEBI:59057},{},{}
897,L-Tryptophan,{l-tryptophan},{6305},{CHEMBL54976},{CHEBI:16828},{C00078},{D00020}
898,Tartrazine,{tartrazine},{164825},{},{CHEBI:9405},{C07574},{}
899,Tiapride Hydrochloride,"{tiapride,tiapride hydrochloride,tiapride}",{5702214},{CHEMBL1256772},{CHEBI:32220},{},{D01522}
900,Thymol,{thymol},{6989},{CHEMBL29411},{CHEBI:27607},{C09908},{D01039}
901,L-Thiaproline,{thiaproline},{9934},{CHEMBL358722},{CHEBI:64564},{},{}
902,Trimethadione,{trimethadione},{5576},{CHEMBL695},{CHEBI:9727},{},{D00392}
903,Tibolone,{tibolone},{444008},{CHEMBL2103774},{CHEBI:32223},{},{D01639}
904,Tolbutamide,{tolbutamide},{5505},{CHEMBL782},{CHEBI:27999},{C07148},{D00380}
905,Tenoxicam,{tenoxicam},{54677971},"{CHEMBL302795,CHEMBL3188633}",{CHEBI:32192},{},{D01767}
906,Trichlormethiazide,{trichlormethiazide},{5560},{CHEMBL1054},{CHEBI:9683},{C07767},{D00658}
907,Trifluperidol Hydrochloride,"{trifluperidol,trifluperidol hcl,trifluperidol}",{11647992},{CHEMBL1257039},{},{},{D08637}
908,Tetraethylenepentamine,{tetraethylenepentamine},{8197},{CHEMBL138297},{CHEBI:49798},{C14690},{}
909,Tamsulosin Hydrochloride,"{tamsulosin,tamsulosin hydrochloride,tamsulosin}",{5362376},{CHEMBL1200914},{CHEBI:9399},{C07124},{D01024}
910,(+/-)-alpha-Lipoic Acid,"{alpha-lipoic acid,(+/-)-alpha-lipoic acid,alpha-lipoic acid}","{864,6112}","{CHEMBL33864,CHEMBL134342}","{CHEBI:16494,CHEBI:30314}",{C00725},{}
911,DL-Trihexyphenidyl Hydrochloride,"{trihexyphenidyl,dl-trihexyphenidyl hydrochloride,trihexyphenidyl}",{66007},{CHEMBL1092},{CHEBI:9721},{C07171},{D00787}
912,Theophylline,{theophylline},{2153},{CHEMBL190},{CHEBI:28177},{C07130},{D00371}
913,Thymidine,{thymidine},{5789},{CHEMBL52609},{CHEBI:17748},{C00214},{}
914,D-Tartaric Acid,{d-tartaric acid},{439655},{CHEMBL1200861},{CHEBI:15672},{C02107},{}
915,Tetraethylammonium Chloride,{tetraethylammonium chloride},{5946},{CHEMBL434435},{CHEBI:78161},{},{}
916,Tolazamide,{tolazamide},{5503},{CHEMBL817},{CHEBI:9613},{},{D00379}
917,Tetramethylthiuram Disulfide,"{tetramethylthiuram disulfide,thiram}",{5455},{CHEMBL120563},{CHEBI:9495},{C11160},{D06114}
918,L-Thyroxine Sodium Pentahydrate,"{l-thyroxine sodium,l-thyroxine sodium pentahydrate,l-thyroxine sodium,levothyroxine}",{23665037},{},{},{},{}
919,Terbutaline Hemisulfate,{terbutaline hemisulfate},{441334},{CHEMBL1315867},{CHEBI:9450},{},{}
920,Temozolomide,{temozolomide},{5394},{CHEMBL810},{CHEBI:72564},{},{D06067}
921,Thymol Iodide,{thymol iodide},{11088},{CHEMBL1482931},{},{},{}
922,Liothyronine,{liothyronine},{5920},{CHEMBL1544},{CHEBI:18258},{C02465},{D08128}
923,Triflupromazine Hydrochloride,"{triflupromazine,triflupromazine hydrochloride,triflupromazine}",{66069},{CHEMBL1201102},{CHEBI:9712},{},{D00800}
924,Trimipramine Maleate,{trimipramine maleate},{5282318},{CHEMBL1200948},{CHEBI:35030},{C14029},{D02408}
925,Tetracycline,{tetracycline},{54675776},{CHEMBL1440},{CHEBI:27902},{C06570},{D00201}
926,Toluidine Blue O,{toluidine blue o},{7083},"{CHEMBL562639,CHEMBL1790006}",{CHEBI:87647},{},{}
927,(+/-)-alpha-Tocopherol Acetate,"{a-tocopherol acetate,(+/-)-a-tocopherol acetate,a-tocopherol acetate}",{2117},{CHEMBL247481},{},{},{}
928,Tolperisone Hydrochloride,"{tolperisone,tolperisone hydrochloride,tolperisone}",{92965},{CHEMBL1395150},{CHEBI:32244},{},{D01507}
929,DL-M-Tyrosine,"{m-tyrosine,dl-m-tyrosine,m-tyrosine,meta-tyrosine}",{13052},{CHEMBL322125},{},{},{}
930,Tetracaine,{tetracaine},{5411},{CHEMBL698},{CHEBI:9468},{C07526},{D00551}
931,Taurocholic Acid Sodium Salt Hydrate,"{taurocholic acid sodium,taurocholic acid sodium salt hydrate,taurocholic acid sodium}",{23687511},{CHEMBL1361792},{},{},{}
932,Triamterene,{triamterene},{5546},{CHEMBL585},{CHEBI:9671},{},{D00386}
933,Tetrahydrozoline Hydrochloride,"{tetrahydrozoline,tetrahydrozoline hydrochloride,tetrahydrozoline}",{10648},{CHEMBL1200413},{CHEBI:9492},{C07912},"{D01023,D08578}"
934,Theobromine,{theobromine},{5429},{CHEMBL1114},{CHEBI:28946},{C07480},{}
935,Thiamine Hydrochloride,"{thiamine,thiamine hydrochloride,thiamine}",{6202},{CHEMBL1200941},{CHEBI:49105},{C00378},{D02094}
936,Terazosin Hydrochloride,"{terazosin,terazosin hydrochloride,terazosin}",{44383},{CHEMBL1256665},{},{C07127},{D11585}
937,Thimerosal,"{thimerosal,merthiolate}",{16684434},{CHEMBL508338},{CHEBI:9546},{},{D00864}
938,"2,2,2-Trichloroethanol","{2,2,2-trichloroethanol}",{8259},{CHEMBL1171},{CHEBI:28094},{C07490},{}
939,Tamoxifen,{tamoxifen},{2733526},{CHEMBL83},{CHEBI:41774},{C07108},{D08559}
940,Triethanolamine,{triethanolamine},{7618},{CHEMBL446061},{CHEBI:28621},{C06771},{}
941,Tri(Ethylene Glycol),{tri(ethylene glycol)},{8172},{CHEMBL1235259},{CHEBI:44926},{},{}
942,Trifluoperazine Hydrochloride,"{trifluoperazine,trifluoperazine hydrochloride,trifluoperazine}",{66064},{CHEMBL1257040},{CHEBI:9710},{C07168},{D00799}
943,Trazodone Hydrochloride,"{trazodone,trazodone hydrochloride,trazodone}",{62935},{CHEMBL1200798},{CHEBI:9655},{C07156},{D00820}
944,Trimebutine,{trimebutine},{5573},{CHEMBL190044},{CHEBI:94458},{},{D08639}
945,Triamcinolone,{triamcinolone},{31307},{CHEMBL1451},{CHEBI:9667},{},{D00385}
946,Timolol Maleate,{timolol maleate},{5281056},{CHEMBL1200870},{CHEBI:9600},{},{D00603}
947,Ticlopidine Hydrochloride,"{ticlopidine,ticlopidine hydrochloride,ticlopidine}",{65335},{CHEMBL1717},{CHEBI:9589},{C07140},{D01028}
948,Tromethamine,{tromethamine},{6503},{CHEMBL1200391},{CHEBI:9754},{C07182},{D00396}
949,Triprolidine Hydrochloride,"{triprolidine,triprolidine hydrochloride,triprolidine}",{5702129},{CHEMBL1200450},{CHEBI:84119},{},{}
950,Tolmetin Sodium Dihydrate,"{tolmetin sodium,tolmetin sodium dihydrate,tolmetin sodium}",{23677829},{CHEMBL1437585},{CHEBI:72014},{C02328},{D00158}
951,Tizanidine Hydrochloride,"{tizanidine,tizanidine hydrochloride,tizanidine}",{114869},{CHEMBL1200329},{CHEBI:9609},{C07452},{D00776}
952,Tetracaine Hydrochloride,"{_tetracaine,tetracaine hydrochloride,tetracaine}",{8695},{CHEMBL1255654},{CHEBI:9469},{C07526},{D00741}
953,Tripelennamine Hydrochloride,"{tripelennamine,tripelennamine hydrochloride,tripelennamine}",{9066},{CHEMBL1200446},{},{C07180},{D02091}
954,2-Thiouracil,{2-thiouracil},{1269845},{CHEMBL345768},{CHEBI:348530},{},{}
955,Thonzonium Bromide,{thonzonium bromide},{11102},{CHEMBL1200883},{},{},{D02140}
956,Trimethoprim ,{trimethoprim},{5578},{CHEMBL22},{CHEBI:45924},{C01965},{D00145}
957,Trifluoperazine Dihydrochloride,"{_trifluoperazine,trifluoperazine dihydrochloride,trifluoperazine}",{66064},{CHEMBL1257040},{CHEBI:9710},{C07168},{D00799}
958,Thiabendazole,{thiabendazole},{5430},{CHEMBL625},{CHEBI:45979},{C07131},{D00372}
959,Thioridazine Hydrochloride,"{thioridazine,thioridazine hydrochloride,thioridazine}",{66062},{CHEMBL1200916},{CHEBI:48566},{},{D00798}
960,Terfenadine,{terfenadine},{5405},{CHEMBL17157},{CHEBI:9453},{C07463},{D00521}
961,D-Tryptophan,{d-tryptophan},{9060},{CHEMBL292303},{CHEBI:16296},{C00525},{}
962,Tropicamide,{tropicamide},{5593},{CHEMBL1200604},{CHEBI:9757},{},{D00397}
963,Bithionol,{bithionol},{2406},{CHEMBL290106},{CHEBI:3131},{C07967},{D00802}
964,Urea,{urea},{1176},{CHEMBL985},"{CHEBI:16199,CHEBI:48376}",{C00086},{D00023}
965,Brimonidine,{brimonidine},{2435},{CHEMBL844},{CHEBI:3175},{C07886},{D07540}
966,Urethane,"{urethane,ethyl carbamate}",{5641},{CHEMBL462547},{CHEBI:17967},{C01537},{}
967,D-Valine,{d-valine},{71563},{CHEMBL1232398},{CHEBI:27477},{C06417},{}
968,Valethamate Bromide,{valethamate bromide},{7010},{CHEMBL2107687},{CHEBI:32288},{},{D01538}
969,Vancomycin Hydrochloride,"{vancomycin,vancomycin hcl,vancomycin}","{6420023,14969}","{CHEMBL1200628,CHEMBL3747636,CHEMBL262777,CHEMBL3735877}",{CHEBI:28001},{C06689},{D00212}
970,1-Vinyl-2-Pyrrolidinone,"{1-vinyl-2-pyrrolidinone,n-vinylpyrrolidone}",{6917},{CHEMBL1878943},{CHEBI:82551},{},{}
971,(+/-)-Verapamil Hydrochloride,"{verapamil,(+-)-verapamil hydrochloride,verapamil}",{62969},{CHEMBL1280},{},{C07188},{D00619}
972,Vinpocetine,{vinpocetine},{443955},{CHEMBL71752},{CHEBI:32297},{},{D01371}
973,Trans-Anethole,{trans-anethole},{637563},{CHEMBL452630},"{CHEBI:35616,CHEBI:2716}",{C10428},{}
974,Peppermint Oil,{peppermint oil},{6850741},{},{},{},{}
975,alpha-Terpineol,{alpha-terpineol},{17100},{CHEMBL449810},{CHEBI:22469},{C16772},{}
976,"_2,6-Diisopropylphenol","{_2,6-diisopropylphenol,propofol}",{4943},{CHEMBL526},{CHEBI:44915},{C07523},{D00549}
977,Xylazine Hydrochloride,"{xylazine,xylazine hydrochloride,xylazine}",{68554},{CHEMBL1256022},{CHEBI:149566},{},{D06344}
978,Xylometazoline Hydrochloride,"{xylometazoline,xylometazoline hcl,xylometazoline}",{5282386},{CHEMBL1256400},{},{C07913},{D00757}
979,Yohimbine Hydrochloride,"{yohimbine,yohimbine hydrochloride,yohimbine}",{6169},{CHEMBL537669},{},{C09256},{D06671}
980,Zomepirac Sodium,{zomepirac sodium},"{16220118,5733,23663418}","{CHEMBL266459,CHEMBL19490,CHEMBL3989403}",{CHEBI:35859},{},{D06382}
981,O-Vanillin,{o-vanillin},{8991},{CHEMBL13859},{CHEBI:78339},{},{}
982,Tryptamine Hydrochloride,"{tryptamine,tryptamine hydrochloride,tryptamine}",{67652},{CHEMBL1255796},{},{C00398},{}
983,Dianhydro-D-Glucitol,"{dianhydro-d-glucitol,isosorbide}",{12597},{CHEMBL1200660},{CHEBI:6060},{},{D00347}
984,Anastrozole,"{anastrozole,anastrozole ,anastrozole}",{2187},{CHEMBL1399},{CHEBI:2704},{C08159},{D00960}
985,Albendazole,{albendazole},{2082},{CHEMBL1483},{CHEBI:16664},{C01779},{D00134}
986,_Clomiphene Citrate Salt,"{_clomiphene citrate,clomiphene citrate salt,clomiphene citrate}",{3033832},{CHEMBL1213137},{},{C08161},{}
987,Dimercaprol,"{2,3-dimercapto-1-propanol,dimercaprol}",{3080},{CHEMBL1597},{CHEBI:64198},{C02924},{D00167}
988,Hydroflumethiazide,{hydroflumethiazide},{3647},{CHEMBL1763},{CHEBI:5784},{C07763},{D00654}
989,Loratadine,{loratadine},{3957},{CHEMBL998},{CHEBI:6538},{},{D00364}
990,Nisoldipine,"{nisoldipine,nisoldipine ,nisoldipine}",{4499},"{CHEMBL441428,CHEMBL1726,CHEMBL3192341}",{CHEBI:76917},{C07699},{D00618}
991,(+/-)-Octopamine Hydrochloride,"{octopamine,(±)-octopamine hydrochloride,octopamine}",{4581},{CHEMBL53929},{CHEBI:17134},{C04227},{}
992,_Pentamidine Isethionate Salt,"{_pentamidine isethionate,pentamidine isethionate salt,pentamidine isethionate}",{8813},{CHEMBL361506},{CHEBI:7977},{},{D00834}
993,Pergolide Mesylate Salt,"{pergolide mesylate,pergolide mesylate salt,pergolide mesylate}",{47812},{CHEMBL1275},{CHEBI:8021},{},{D00502}
994,"1,3-Dimethyl-3-Phenyl-2,5-Pyrrolidinedione","{1,3-dimethyl-3-phenyl-2,5-pyrrolidinedione,methsuximide}",{6476},{CHEMBL697},{CHEBI:6846},{},{D00404}
995,Sildenafil Citrate Salt,"{sildenafil citrate,sildenafil citrate salt,sildenafil citrate}",{135413523},{CHEMBL1737},{CHEBI:58987},{},{D02229}
996,Pentolinium Tartrate,{pentolinium tartrate},{5849},{CHEMBL1318287},{CHEBI:55326},{},{}
997,Pyrithyldione,{pyrithyldione},{4994},{CHEMBL1722501},{CHEBI:94590},{},{D07329}
998,Cyclandelate,{cyclandelate},{2893},{CHEMBL1480987},{CHEBI:3988},{},{D00286}
999,4-Amino-3-Phenyl-Butyric Acid,"{4-amino-3-phenyl-butyric acid,phenibut}",{14113},{CHEMBL315818},{CHEBI:136039},{},{D10509}
1000,"2,4-Dicyano-3-Methyl-3-Phenylglutarimide","{2,4-dicyano-3-methyl-3-phenylglutarimide}",{236832},{CHEMBL2131449},{},{},{}
1001,Proxyphylline,{proxyphylline},{4977},{CHEMBL37390},{CHEBI:32070},{},{D01771}
1002,Homosalate,{homosalate},{8362},{CHEMBL1377575},{CHEBI:91642},{},{D04450}
1003,Beclamide,{beclamide},{10391},{CHEMBL64195},{CHEBI:134859},{},{D07300}
1004,"4-Butyl-3,5-Diketo-1-Phenylpyrazolidine","{4-butyl-3,5-diketo-1-phenylpyrazolidine,mofebutazone}",{16639},{CHEMBL1892201},{CHEBI:76252},{},{D07262}
1005,Cyclizine,{cyclizine},{6726},{CHEMBL648},{CHEBI:3994},{C06930},{D03621}
1006,4'-Butoxy-3-Piperidinopropiophenone Hydrochloride,"{4'-butoxy-3-piperidinopropiophenone,4'-butoxy-3-piperidinopropiophenone hydrochloride,4'-butoxy-3-piperidinopropiophenone,dyclonine}",{68304},{CHEMBL1200478},{CHEBI:4725},{C07881},{D00735}
1007,"3,3,5-Trimethylcyclohexanol","{3,3,5-trimethylcyclohexanol}",{8298},{CHEMBL3186608},{CHEBI:59065},{},{}
1008,DL-N-Ethylnorphenylephrine Hydrochloride,"{n-ethylnorphenylephrine,dl-n-ethylnorphenylephrine hydrochloride,n-ethylnorphenylephrine,etilefrine}",{164652},{CHEMBL3187408},{CHEBI:31582},{},{D01573}
1009,2-Chloro-4-Phenylphenol,{2-chloro-4-phenylphenol},{7074},{CHEMBL406630},{},{},{}
1010,Aktivin,"{aktivin,chloramine-t}",{3641960},{CHEMBL1697734},{CHEBI:53767},{},{}
1011,"2,6-Diallyl-Meta-Cresol","{2,6-diallyl-meta-cresol}",{246659},{},{},{},{}
1012,1-(4-Chlorodiphenylmethyl)-4-Methylpiperazine Hydrochloride,"{1-(4-chlorodiphenylmethyl)-4-methylpiperazine,1-(4-chlorodiphenylmethyl)-4-methylpiperazine hydrochloride,1-(4-chlorodiphenylmethyl)-4-methylpiperazine,chlorcyclizine}",{2710},{CHEMBL22150},{CHEBI:94402},{},{}
1013,Isobutamben,{isobutamben},{7176},{CHEMBL1985617},{},{},{D04622}
1014,Chlorindanol,{chlorindanol},{8961},{CHEMBL1449249},{},{},{D03464}
1015,"Dimethyl 1,2,2-Trimethyl-1,3-Cyclopentanedicarboxylate","{dimethyl 1,2,2-trimethyl-1,3-cyclopentanedicarboxylate}",{118984362},{CHEMBL4594221},{},{},{}
1016,Trimetozine,{trimetozine},{12478},{CHEMBL1697853},{CHEBI:92927},{},{D06237}
1017,"1-Naphthaleneacetic Acid, Sodium Salt","{1-naphthaleneacetic acid,1-naphthaleneacetic acid,sodium salt,1-naphthaleneacetic acid}",{23694671},{},{CHEBI:81811},{C18534},{}
1018,Simvastatin,{simvastatin},{54454},{CHEMBL1064},{CHEBI:9150},{},{D00434}
1019,"2,4-Dinitroanisole","{2,4-dinitroanisole}",{8385},{CHEMBL167820},{CHEBI:84559},{C21159},{}
1020,"D-alpha,alpha'-Bicamphor","{d-alpha,alpha'-bicamphor}",{3320506},{},{},{},{}
1021,Tyramine Hydrochloride,"{tyramine,tyramine hydrochloride,tyramine}",{66449},{CHEMBL1255790},{},{C00483},{}
1022,Azaribine,{azaribine},{16574},{CHEMBL515914},{CHEBI:88272},{},{D03029}
1023,ortho-Vanillin,{vanillin},{1183},{CHEMBL13883},{CHEBI:18346},{C00755},{D00091}
1024,2-Phenethylamine,{2-phenethylamine},{1001},{CHEMBL610},{CHEBI:18397},{},{}
1025,Glycerol,{glycerol},{753},{CHEMBL692},"{CHEBI:17754,CHEBI:17522}",{C00116},{D00028}
1026,HEPES,{hepes},{23831},{CHEMBL1232545},{CHEBI:42334},{},{}
1027,MOPS,{mops},{70807},{CHEMBL1234443},{CHEBI:44115},{},{}
1028,PIPES,"{pipes,piperazine-N,N′-bis(2-ethanesulfonic acid)}",{79723},{},{CHEBI:44933},{},{}
1029,Tioconazole,{tioconazole},{5482},{CHEMBL1200438},{CHEBI:77898},{C08082},{D00890}
1030,Benzyl Alcohol,{benzyl alcohol},{244},{CHEMBL720},{CHEBI:17987},{C00556},{D00077}
1031,Adiphenine Hydrochloride,"{adiphenine,adiphenine hydrochloride,adiphenine}",{5763},{CHEMBL555654},{},{},{D02772}
1032,Azelastine Hydrochloride,"{azelastine,azelastine hydrochloride,azelastine}",{54360},{CHEMBL1200809},{CHEBI:2951},{C07768},{D00659}
1033,CAPSO,"{capso,n-cyclohexyl-3-aminopropanesulfonic acid}",{2733480},{},{},{},{}
1034,Trans-Dehydroandrosterone,{trans-dehydroandrosterone},{5881},{CHEMBL90593},{CHEBI:28689},{},{}
1035,Drofenine Hydrochloride,"{drofenine,drofenine hydrochloride,drofenine}",{92806},{CHEMBL1368313},{},{},{}
1036,Fenbendazole,{fenbendazole},{3334},{CHEMBL37161},{CHEBI:77092},{C21876},{D04140}
1037,Methiothepin Mesylate Salt,"{methiothepin mesylate,methiothepin mesylate salt,methiothepin mesylate}",{3039995},{CHEMBL1256737},{},{},{}
1038,MES,{mes},{78165},{CHEMBL1234276},"{CHEBI:39005,CHEBI:39408}",{},{}
1039,Pirfenidone,{pirfenidone},{40632},{CHEMBL1256391},{CHEBI:32016},{},{D01583}
1040,Donepezil,{donepezil},{3152},{CHEMBL502},"{CHEBI:53289,CHEBI:145499}",{},{D07869}
1041,Taurine,{taurine},{1123},{CHEMBL239243},{CHEBI:15891},{C00245},{D00047}
1042,L-Ornithine Hydrochloride,"{l-ornithine,l-ornithine hydrochloride,l-ornithine}",{76654},{CHEMBL3184113},{},{C00077},{}
